
01,0.49606462145224717
02,0.4747307159247097
04,0.43841805780126736
05,0.511292760205295
06,0.43173298651768327
08,0.40281223952855294
10,0.4373315482200079
11,0.2435873282900515
09,0.40247935158809367
12,0.4457595204728039
13,0.4467408206887736
16,0.4770908200450118
15,0.46014894348908797
17,0.44106396845747037
18,0.5048985030174779
19,0.47762937278719525
20,0.4618769234400567
21,0.5049707426469956
22,0.49562189798392925
23,0.4685576290577357
24,0.38922198155689575
25,0.39301124606387766
26,0.4790909852564915
27,0.4377342100949262
28,0.5332862703444882
29,0.46582235939643346
30,0.4727665230740403
31,0.45616645916982584
32,0.47548501032299895
33,0.4268583981658241
34,0.39525982076617
35,0.4667933012695719
36,0.42110415315550537
37,0.4639427724025453
38,0.48066225560620596
39,0.4786928436778207
40,0.48468362523368863
41,0.44837681647139555
42,0.46487756345072856
44,0.4420972581750887
45,0.4834546310289774
46,0.4761484238247678
47,0.48353083342336917
48,0.4537174756110231
50,0.447843344639362
49,0.4097841926491665
51,0.3998474020083647
53,0.42905461707341025
54,0.5194112645260558
55,0.4828674213936015
56,0.5096238167367411
72,0.47061631695467143
